ID,Street,City,ZipCode,State,County,Proportion_60+,MedianIncome,Dist_from_GolfCourse,Dist_from_Lake,GatedCommunity,Pool,Priority,SolarPanels,XmasLights,GutterCleaning,WindowCleaning,SeniorCommunity,CensusYear,CensusBlock,FullFipsBlock,Trees,Latitude,Longitude,SquareFeet,NumStories,SoldPrice,SoldDate,YearBuilt,Bedrooms,Bathrooms,Comments
1396,7600 N LAKE BLVD #12,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239527,-120.038031,,,,,,,,within a .5 mile walking distance of a golf course
1397,7580 N LAKE BLVD #37,TAHOE VISTA,,CA,Placer County,0.356,63654.0,,1 miles,,,2,,T,,T,,2021,2028,60610201062028,,39.239258,-120.039331,,,,,,,,within a 1 mile walking distance of a lake
1398,7580 N LAKE BLVD #39,TAHOE VISTA,,CA,Placer County,0.356,63654.0,,1 miles,,,2,,T,,T,,2021,2028,60610201062028,,39.239258,-120.039331,,,,,,,,within a 1 mile walking distance of a lake
1399,7580 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,,1 miles,,,2,,T,,T,,2021,2028,60610201062028,,39.239258,-120.039331,,,,,,,,within a 1 mile walking distance of a lake
1400,7600 N LAKE BLVD #1,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239527,-120.038031,,,,,,,,within a .5 mile walking distance of a golf course
1401,7580 N LAKE BLVD #38,TAHOE VISTA,,CA,Placer County,0.356,63654.0,,1 miles,,,2,,T,,T,,2021,2028,60610201062028,,39.239258,-120.039331,,,,,,,,within a 1 mile walking distance of a lake
1402,7600 N LAKE BLVD #9,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239527,-120.038031,,,,,,,,within a .5 mile walking distance of a golf course
1403,7600 N LAKE BLVD #5,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239527,-120.038031,,,,,,,,within a .5 mile walking distance of a golf course
1404,7600 N LAKE BLVD #2,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239527,-120.038031,,,,,,,,within a .5 mile walking distance of a golf course
1405,7600 N LAKE BLVD #6,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239527,-120.038031,,,,,,,,within a .5 mile walking distance of a golf course
1406,7600 N LAKE BLVD #10,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239527,-120.038031,,,,,,,,within a .5 mile walking distance of a golf course
1407,230 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239271,-120.03578,,,,,,,,within a .5 mile walking distance of a golf course
1408,250 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239618,-120.035306,,,,,,,,within a .5 mile walking distance of a golf course
1409,7633 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.23965,-120.037134,,,,,,,,within a .5 mile walking distance of a golf course
1410,7625 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239676,-120.037293,,,,,,,,within a .5 mile walking distance of a golf course
1411,254 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239694,-120.035749,,,,,,,,within a .5 mile walking distance of a golf course
1412,7611 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239725,-120.03739,,,,,,,,within a .5 mile walking distance of a golf course
1413,7651 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,,1 miles,,,2,,T,,T,,2021,2023,60610201062023,,39.239764,-120.038547,,,,,,,,within a 1 mile walking distance of a lake
1414,7605 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239755,-120.037523,,,,,,,,within a .5 mile walking distance of a golf course
1415,7569 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,,1 miles,,,2,,T,,T,,2021,2023,60610201062023,,39.239808,-120.038172,,,,,,,,within a 1 mile walking distance of a lake
1416,7589 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239792,-120.037734,,,,,,,,within a .5 mile walking distance of a golf course
1417,407 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239703,-120.032366,,,,,,,,within a .5 mile walking distance of a golf course
1418,7579 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,,1 miles,,,2,,T,,T,,2021,2023,60610201062023,,39.23981,-120.037953,,,,,,,,within a 1 mile walking distance of a lake
1419,260 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239831,-120.035753,,,,,,,,within a .5 mile walking distance of a golf course
1420,275 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239842,-120.036142,,,,,,,,within a .5 mile walking distance of a golf course
1421,425 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239853,-120.0324,,,,,,,,within a .5 mile walking distance of a golf course
1422,7693 BEACH CT,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240331,-120.036205,,,,,,,,within a .5 mile walking distance of a golf course
1423,443 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.24027,-120.032436,,,,,,,,within a .5 mile walking distance of a golf course
1424,7699 BEACH CT,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240381,-120.036035,,,,,,,,within a .5 mile walking distance of a golf course
1425,444 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.240367,-120.032168,,,,,,,,within a .5 mile walking distance of a golf course
1426,306 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240451,-120.035769,,,,,,,,within a .5 mile walking distance of a golf course
1427,451 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240414,-120.032478,,,,,,,,within a .5 mile walking distance of a golf course
1428,459 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240549,-120.032505,,,,,,,,within a .5 mile walking distance of a golf course
1429,318 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240685,-120.035781,,,,,,,,within a .5 mile walking distance of a golf course
1430,7661 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239392,-120.036648,,,,,,,,within a .5 mile walking distance of a golf course
1431,7610 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2028,60610201062028,,39.239434,-120.037549,,,,,,,,within a .5 mile walking distance of a golf course
1432,240 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239434,-120.035777,,,,,,,,within a .5 mile walking distance of a golf course
1433,7653 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239503,-120.03682,,,,,,,,within a .5 mile walking distance of a golf course
1434,251 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239492,-120.03605,,,,,,,,within a .5 mile walking distance of a golf course
1435,403 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239487,-120.032396,,,,,,,,within a .5 mile walking distance of a golf course
1436,7641 N LAKE BLVD,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.239583,-120.036978,,,,,,,,within a .5 mile walking distance of a golf course
1437,265 BEACH ST,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.2396,-120.036071,,,,,,,,within a .5 mile walking distance of a golf course
1438,627 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.243292,-120.033053,,,,,,,,within a .5 mile walking distance of a golf course
1439,613 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.24332,-120.032007,,,,,,,,within a .5 mile walking distance of a golf course
1440,628 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243374,-120.032743,,,,,,,,within a .5 mile walking distance of a golf course
1441,641 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.243427,-120.033082,,,,,,,,within a .5 mile walking distance of a golf course
1442,629 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243454,-120.032035,,,,,,,,within a .5 mile walking distance of a golf course
1443,628 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.24345,-120.031739,,,,,,,,within a .5 mile walking distance of a golf course
1444,640 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243509,-120.032772,,,,,,,,within a .5 mile walking distance of a golf course
1445,649 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.243562,-120.033111,,,,,,,,within a .5 mile walking distance of a golf course
1446,650 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243644,-120.032801,,,,,,,,within a .5 mile walking distance of a golf course
1447,638 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.243614,-120.031782,,,,,,,,within a .5 mile walking distance of a golf course
1448,637 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243655,-120.032078,,,,,,,,within a .5 mile walking distance of a golf course
1449,657 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.243698,-120.03314,,,,,,,,within a .5 mile walking distance of a golf course
1450,658 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243779,-120.032829,,,,,,,,within a .5 mile walking distance of a golf course
1451,660 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.243785,-120.031814,,,,,,,,within a .5 mile walking distance of a golf course
1452,665 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.243833,-120.033169,,,,,,,,within a .5 mile walking distance of a golf course
1453,659 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.24386,-120.032144,,,,,,,,within a .5 mile walking distance of a golf course
1454,678 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243914,-120.032858,,,,,,,,within a .5 mile walking distance of a golf course
1455,681 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.243969,-120.033198,,,,,,,,within a .5 mile walking distance of a golf course
1456,669 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.243995,-120.032173,,,,,,,,within a .5 mile walking distance of a golf course
1457,670 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.244021,-120.031862,,,,,,,,within a .5 mile walking distance of a golf course
1458,682 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.24405,-120.032887,,,,,,,,within a .5 mile walking distance of a golf course
1459,7820 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244101,-120.033384,,,,,,,,within a .5 mile walking distance of a golf course
1460,683 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.24413,-120.032201,,,,,,,,within a .5 mile walking distance of a golf course
1461,680 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.24415,-120.031908,,,,,,,,within a .5 mile walking distance of a golf course
1462,696 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.244175,-120.03294,,,,,,,,within a .5 mile walking distance of a golf course
1463,7817 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244308,-120.033487,,,,,,,,within a .5 mile walking distance of a golf course
1464,7868 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2024,60610201062024,,39.244363,-120.032372,,,,,,,,within a .5 mile walking distance of a golf course
1465,7809 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244317,-120.033647,,,,,,,,within a .5 mile walking distance of a golf course
1466,7825 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244351,-120.033318,,,,,,,,within a .5 mile walking distance of a golf course
1467,698 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.244435,-120.031924,,,,,,,,within a .5 mile walking distance of a golf course
1468,7833 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244393,-120.033149,,,,,,,,within a .5 mile walking distance of a golf course
1469,7841 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244436,-120.03298,,,,,,,,within a .5 mile walking distance of a golf course
1470,7851 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244483,-120.032815,,,,,,,,within a .5 mile walking distance of a golf course
1471,7867 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244526,-120.032646,,,,,,,,within a .5 mile walking distance of a golf course
1472,7875 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244566,-120.032474,,,,,,,,within a .5 mile walking distance of a golf course
1473,7883 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.24461,-120.032305,,,,,,,,within a .5 mile walking distance of a golf course
1474,7887 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244653,-120.032137,,,,,,,,within a .5 mile walking distance of a golf course
1475,7895 MASHIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244697,-120.031968,,,,,,,,within a .5 mile walking distance of a golf course
1476,808 BIRCH AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.244888,-120.031865,,,,,,,,within a .5 mile walking distance of a golf course
1477,7644 LILY AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245371,-120.03683,,,,,,,,within a .5 mile walking distance of a golf course
1478,7662 LILY AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245522,-120.036484,,,,,,,,within a .5 mile walking distance of a golf course
1479,7670 LILY AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245584,-120.036278,,,,,,,,within a .5 mile walking distance of a golf course
1480,7696 LILY AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245646,-120.036071,,,,,,,,within a .5 mile walking distance of a golf course
1481,7704 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245695,-120.03585,,,,,,,,within a .5 mile walking distance of a golf course
1482,796 BIRCH AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245652,-120.031844,,,,,,,,within a .5 mile walking distance of a golf course
1483,7714 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245732,-120.035726,,,,,,,,within a .5 mile walking distance of a golf course
1484,7724 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245768,-120.035602,,,,,,,,within a .5 mile walking distance of a golf course
1485,7738 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245768,-120.035137,,,,,,,,within a .5 mile walking distance of a golf course
1486,7762 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245764,-120.034735,,,,,,,,within a .5 mile walking distance of a golf course
1487,7784 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245758,-120.034289,,,,,,,,within a .5 mile walking distance of a golf course
1488,7862 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245757,-120.032471,,,,,,,,within a .5 mile walking distance of a golf course
1489,7878 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245755,-120.032248,,,,,,,,within a .5 mile walking distance of a golf course
1490,7734 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245809,-120.035401,,,,,,,,within a .5 mile walking distance of a golf course
1491,7882 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245754,-120.032026,,,,,,,,within a .5 mile walking distance of a golf course
1492,7842 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245768,-120.032866,,,,,,,,within a .5 mile walking distance of a golf course
1493,7834 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245772,-120.033091,,,,,,,,within a .5 mile walking distance of a golf course
1494,7822 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245777,-120.033361,,,,,,,,within a .5 mile walking distance of a golf course
1495,7926 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.245747,-120.031201,,,,,,,,within a .5 mile walking distance of a golf course
1496,7806 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.245797,-120.033777,,,,,,,,within a .5 mile walking distance of a golf course
1497,7980 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.245752,-120.030849,,,,,,,,within a .5 mile walking distance of a golf course
1498,7910 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.245772,-120.031468,,,,,,,,within a .5 mile walking distance of a golf course
1499,7745 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2016,60610201062016,,39.24604,-120.035225,,,,,,,,within a .5 mile walking distance of a golf course
1500,7749 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2016,60610201062016,,39.246037,-120.034782,,,,,,,,within a .5 mile walking distance of a golf course
1501,7867 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246011,-120.032305,,,,,,,,within a .5 mile walking distance of a golf course
1502,7883 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.24601,-120.032139,,,,,,,,within a .5 mile walking distance of a golf course
1503,7887 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246009,-120.031949,,,,,,,,within a .5 mile walking distance of a golf course
1504,7897 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246009,-120.031816,,,,,,,,within a .5 mile walking distance of a golf course
1505,7901 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246009,-120.031507,,,,,,,,within a .5 mile walking distance of a golf course
1506,7835 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246044,-120.033064,,,,,,,,within a .5 mile walking distance of a golf course
1507,7823 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246049,-120.033379,,,,,,,,within a .5 mile walking distance of a golf course
1508,7849 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.24604,-120.03284,,,,,,,,within a .5 mile walking distance of a golf course
1509,7781 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2016,60610201062016,,39.246073,-120.034299,,,,,,,,within a .5 mile walking distance of a golf course
1510,7859 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246049,-120.032548,,,,,,,,within a .5 mile walking distance of a golf course
1511,7803 TIGER AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2025,60610201062025,,39.246086,-120.033722,,,,,,,,within a .5 mile walking distance of a golf course
1512,460 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.240661,-120.032194,,,,,,,,within a .5 mile walking distance of a golf course
1513,465 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.24068,-120.03251,,,,,,,,within a .5 mile walking distance of a golf course
1514,473 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240815,-120.032539,,,,,,,,within a .5 mile walking distance of a golf course
1515,470 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.24086,-120.032209,,,,,,,,within a .5 mile walking distance of a golf course
1516,481 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.240949,-120.032567,,,,,,,,within a .5 mile walking distance of a golf course
1517,484 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.241003,-120.032241,,,,,,,,within a .5 mile walking distance of a golf course
1518,487 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.241084,-120.032595,,,,,,,,within a .5 mile walking distance of a golf course
1519,492 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.241153,-120.032247,,,,,,,,within a .5 mile walking distance of a golf course
1520,493 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.241218,-120.032624,,,,,,,,within a .5 mile walking distance of a golf course
1521,498 MIDIRON AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2029,60610201062029,,39.241288,-120.032242,,,,,,,,within a .5 mile walking distance of a golf course
1522,497 BRASSIE AVE,TAHOE VISTA,,CA,Placer County,0.356,63654.0,.5 miles,,,,2,,T,,T,,2021,2023,60610201062023,,39.241353,-120.032652,,,,,,,,within a .5 mile walking distance of a golf course
